id,title,organizational unit,date,iranTime
1,تغییر در درخواست,CU,2021-08-24,02/06/1400
2,جا به جایی انشعاب,CU,2021-08-24,02/06/1400
3,معافیت خرید مستقیم,CU,2021-08-24,02/06/1400
4,نصب انشعاب,CU,2021-08-24,02/06/1400
5,تغییر نام,CU,2021-08-24,02/06/1400
6,خطا در کد ملی,CU,2021-08-24,02/06/1400
7,درخواست,CU,2021-08-24,02/06/1400
8,خرید کنتور توسط متقاضی,CU,2021-08-24,02/06/1400
9,تعویض لوازم,CU,2021-08-24,02/06/1400
10,جا به جایی انشعاب,CU,2021-08-24,02/06/1400
11,خطای عدم وجود اطلاعات,CU,2021-08-24,02/06/1400
12,تغییر تلفن,CU,2021-08-25,03/06/1400
13,تغییرات قدرت درخواست,CU,2021-08-25,03/06/1400
14,عدم تغییر در پیمانکار,CU,2021-08-25,03/06/1400
15,خطای تلفن,CU,2021-08-26,04/06/1400
16,نصب درخواست,CU,2021-08-26,04/06/1400
17,عدم امکان تغییر درخواست,CU,2021-08-26,04/06/1400
18,فیش,CU,2021-08-26,04/06/1400
19,کابل انشعاب,CU,2021-08-26,04/06/1400
20,عدم امکان ارسال لینک,CU,2021-08-26,04/06/1400
21,افزایش آمپراژ,CU,2021-08-27,05/06/1400
22,خطای ثبت سابقه,CU,2021-08-27,05/06/1400
23,نصب انشعاب,CU,2021-08-27,05/06/1400
24,جمع آوری هزینه انشعاب,CU,2021-08-27,05/06/1400
25,جابه جایی کنتور,CU,2021-08-27,05/06/1400
26,تغییرات قدرت,CU,2021-08-27,05/06/1400
27,موجودی ناحیه,CU,2021-08-28,06/06/1400
28,کمسیون طرح,CU,2021-08-28,06/06/1400
29,تایید خرید کنتور,CU,2021-08-28,06/06/1400
30,خطای افزایش,CU,2021-08-28,06/06/1400
31,تایید هزینه انشعاب,CU,2021-08-28,06/06/1400
32,فیش هزینه انشعاب,CU,2021-08-28,06/06/1400
33,خطای عدم وجود اطلاعات,CU,2021-08-28,06/06/1400
34,تغییر نام انشعاب,CU,2021-08-29,07/06/1400
35,ثبت,CU,2021-08-29,07/06/1400
36,توافق نامه,CU,2021-08-29,07/06/1400
37,جا به جایی انشعاب,CU,2021-08-29,07/06/1400
38,معافیت خرید مستقیم,CU,2021-08-29,07/06/1400
39,تایید خرید کنتور,CU,2021-08-29,07/06/1400
40,نصب درخواست,CU,2021-08-29,07/06/1400
41,موجودی ناحیه,CU,2021-08-29,07/06/1400
42,درخواست تغییر نام انشعاب درخواستی,CU,2021-08-30,08/06/1400
43,جابه جایی کنتور,CU,2021-08-30,08/06/1400
44,تغییر در درخواست,CU,2021-08-30,08/06/1400
45,خطای کد ملی,CU,2021-08-30,08/06/1400
46,تایید خرید,CU,2021-08-30,08/06/1400
47,متقاضی تعهد شرکت,CU,2021-08-30,08/06/1400
48,نصب کنتور,CU,2021-08-30,08/06/1400
49,جمع آوری هزینه انشعاب,CU,2021-08-31,09/06/1400
50,درخواست کابل,CU,2021-08-31,09/06/1400
51,تغییر نماینده,CU,2021-08-31,09/06/1400
52,ثبت نماینده,CU,2021-08-31,09/06/1400
53,عدم امکان ارسال به نصب,CU,2021-08-31,09/06/1400
54,جمع آوری,CU,2021-08-31,09/06/1400
55,خطای ارسال نصب,CU,2021-08-31,09/06/1400
56,بازگشت وجه کنتور,CU,2021-08-31,09/06/1400
57,عدم تغییر در پیمانکار,CU,2021-09-01,10/06/1400
58,عدم امکان تغییر درخواست,CU,2021-09-01,10/06/1400
59,بازگشت هزینه کنتور,CU,2021-09-01,10/06/1400
60,کد ملی اشتباه,CU,2021-09-01,10/06/1400
61,تایید معافیت کنتور,CU,2021-09-01,10/06/1400
62,جمع آوری,CU,2021-09-01,10/06/1400
63,تغییر نام,CU,2021-09-01,10/06/1400
64,تایید خرید,CU,2021-09-01,10/06/1400
65,جمع آوری ,CU,2021-09-01,10/06/1400
66,کنتور خریداری شده,CU,2021-09-01,10/06/1400
67,تایید خرید کنتور,CU,2021-09-01,10/06/1400
68,جمع آوری,CU,2021-09-01,10/06/1400
69,تایید هزینه انشعاب,CU,2021-09-01,10/06/1400
70,تغییرات درخواست,CU,2021-09-02,11/06/1400
71,تعویض لوازم,CU,2021-09-02,11/06/1400
72,خرید کنتور توسط متقاضی,CU,2021-09-02,11/06/1400
73,عدم امکان ارسال به نصب,CU,2021-09-02,11/06/1400
74,خطای تلفن,CU,2021-09-03,12/06/1400
75,عدم وجود کنتور,CU,2021-09-03,12/06/1400
76,درخواست تایید خرید,CU,2021-09-03,12/06/1400
77,کابل انشعاب,CU,2021-09-03,12/06/1400
78,لینک خرید مستقیم,CU,2021-09-03,12/06/1400
79,خطای ثبت سابقه,CU,2021-09-04,13/06/1400
80,عدم موجودی کنتور,CU,2021-09-04,13/06/1400
81,کاهش آمپراژ,CU,2021-09-04,13/06/1400
82,تغییر نام,CU,2021-09-04,13/06/1400
83,شماره درخواست,CU,2021-09-04,13/06/1400
84,درخواست معافیت در خرید مستقیم,CU,2021-09-04,13/06/1400
85,درخواست تایید خرید,CU,2021-09-04,13/06/1400
86,تعویض لوازم,CU,2021-09-04,13/06/1400
87,جمع آوری,CU,2021-09-04,13/06/1400
88,خطا درخواست,CU,2021-09-04,13/06/1400
89,اصلاح فیش ,CU,2021-09-04,13/06/1400
90,خطای تلفن,CU,2021-09-05,14/06/1400
91,درخواست معافیت در خرید مستقیم,CU,2021-09-05,14/06/1400
92,عدم امکان ایجاد سابقه,CU,2021-09-05,14/06/1400
93,تغییر نام درخواست,CU,2021-09-06,15/06/1400
94,فیش هزینه انشعاب,CU,2021-09-06,15/06/1400
95,معافیت خرید مستقیم,CU,2021-09-06,15/06/1400
96,شماره درخواست,CU,2021-09-06,15/06/1400
97,درخواست تغییر نام,CU,2021-09-06,15/06/1400
98,کد ملی اشتباه,CU,2021-09-06,15/06/1400
99,عدم تغییر در پیمانکار,CU,2021-09-06,15/06/1400
100,کابل انشعاب,CU,2021-09-07,16/06/1400
101,تغییر شماره تلفن,CU,2021-09-07,16/06/1400
102,لینک خرید مستقیم,CU,2021-09-07,16/06/1400
103,جمع آوری هزینه انشعاب,CU,2021-09-07,16/06/1400
104,درخواست کابل,CU,2021-09-07,16/06/1400
105,جمع آوری درخواست,CU,2021-09-07,16/06/1400
106,درخواست,CU,2021-09-07,16/06/1400
107,لینک ارسال مستقیم,CU,2021-09-08,17/06/1400
108,نصب درخواست,CU,2021-09-08,17/06/1400
109,ثبت,CU,2021-09-08,17/06/1400
110,ثبت نماینده,CU,2021-09-08,17/06/1400
111,تغییرات قدرت درخواست,CU,2021-09-08,17/06/1400
112,نصب کنتور,CU,2021-09-08,17/06/1400
113,جابه جایی تجهیزات,CU,2021-09-08,17/06/1400
114,ثبت نماینده,CU,2021-09-08,17/06/1400
115,قیمت تجهیزات,CU,2021-09-08,17/06/1400
116,سامانه سنم,CU,2021-09-09,18/06/1400
117,درخواست تایید خرید,CU,2021-09-09,18/06/1400
118,خطای عدم وجود اطلاعات,CU,2021-09-09,18/06/1400
119,کاهش آمپراژ,CU,2021-09-09,18/06/1400
120,نصب درخواست,CU,2021-09-09,18/06/1400
121,اصلاح فیش ,CU,2021-09-09,18/06/1400
122,معافیت در پرداخت هزینه انشعاب,CU,2021-09-09,18/06/1400
123,تغییرات,CU,2021-09-09,18/06/1400
124,تغییرات,CU,2021-09-10,19/06/1400
125,لینک ارسال مستقیم,CU,2021-09-10,19/06/1400
126,خطای ایجاد سابقه,CU,2021-09-10,19/06/1400
127,جابه جایی,CU,2021-09-10,19/06/1400
128,تغییرات قدرت درخواست,CU,2021-09-10,19/06/1400
129,عدم ثبت افزایش آمپراژ,CU,2021-09-10,19/06/1400
130,تغیییر کمیسیون,CU,2021-09-10,19/06/1400
131,خطای عدم وجود اطلاعات,CU,2021-09-10,19/06/1400
132,افزایش آمپراژ,CU,2021-09-11,20/06/1400
133,خطای ایجاد سابقه,CU,2021-09-11,20/06/1400
134,بازگشت وجه کنتور,CU,2021-09-11,20/06/1400
135,خطای افزایش,CU,2021-09-11,20/06/1400
136,عدم وجود کنتور,CU,2021-09-11,20/06/1400
137,عدم تغییر در پیمانکار,CU,2021-09-11,20/06/1400
138,موجودی ناحیه,CU,2021-09-12,21/06/1400
139,بازگشت وجه کنتور,CU,2021-09-12,21/06/1400
140,عدم امکان تغییر درخواست,CU,2021-09-12,21/06/1400
141,ثبت معافیت,CU,2021-09-12,21/06/1400
142,جابه جایی کنتور,CU,2021-09-12,21/06/1400
143,معافیت در پرداخت هزینه انشعاب,CU,2021-09-12,21/06/1400
144,تغییر شماره تلفن,CU,2021-09-12,21/06/1400
145,متقاضی خرید مستقیم,CU,2021-09-12,21/06/1400
146,جابه جایی تجهیزات,CU,2021-09-13,22/06/1400
147,تایید خرید کنتور,CU,2021-09-13,22/06/1400
148,تایید خرید,CU,2021-09-13,22/06/1400
149,نصب کنتور,CU,2021-09-13,22/06/1400
150,ثبت,CU,2021-09-13,22/06/1400
151,موجودی ناحیه,CU,2021-09-13,22/06/1400
152,تایید هزینه انشعاب,CU,2021-09-13,22/06/1400
153,بازگشت از خرید کنتور,CU,2021-09-13,22/06/1400
154,بایگانی درخواست,CU,2021-09-13,22/06/1400
155,عدم امکان ارسال به نصب,CU,2021-09-14,23/06/1400
156,درخواست تایید خرید,CU,2021-09-14,23/06/1400
157,کمیسون,CU,2021-09-14,23/06/1400
158,کمسیون طرح,CU,2021-09-14,23/06/1400
159,خرید کنتور,CU,2021-09-14,23/06/1400
160,درخواست کابل,CU,2021-09-14,23/06/1400
161,تغییرات درخواست,CU,2021-09-14,23/06/1400
162,تغییر در درخواست,CU,2021-09-15,24/06/1400
163,جمع آوری هزینه انشعاب,CU,2021-09-15,24/06/1400
164,تایید خرید کنتور,CU,2021-09-15,24/06/1400
165,تغییر نام انشعاب,CU,2021-09-15,24/06/1400
166,جابه جایی,CU,2021-09-15,24/06/1400
167,تایید خرید,CU,2021-09-15,24/06/1400
168,حذف درخواست,CU,2021-09-16,25/06/1400
169,فیش,CU,2021-09-16,25/06/1400
170,تغییرات درخواست,CU,2021-09-16,25/06/1400
171,عدم ثبت کد ملی درخواست,CU,2021-09-16,25/06/1400
172,عدم موجودی کنتور,CU,2021-09-16,25/06/1400
173,خطای تلفن,CU,2021-09-16,25/06/1400
174,کابل انشعاب,CU,2021-09-16,25/06/1400
175,لینک ارسال مستقیم,CU,2021-09-16,25/06/1400
176,عدم موجودی کنتور,CU,2021-09-16,25/06/1400
177,تغییر نام,CU,2021-09-16,25/06/1400
178,خطا در کد ملی,CU,2021-09-17,26/06/1400
179,جمع آوری,CU,2021-09-17,26/06/1400
180,خطای افزایش,CU,2021-09-17,26/06/1400
181,عدم امکان تغییر درخواست,CU,2021-09-17,26/06/1400
182,درخواست خرید,CU,2021-09-17,26/06/1400
183,اختصاص کابل,CU,2021-09-17,26/06/1400
184,عدم ثبت اطلاعات تجهیز,CU,2021-09-17,26/06/1400
185,درخواست معافیت در خرید مستقیم,CU,2021-09-17,26/06/1400
186,عدم ثبت اطلاعات تجهیز,CU,2021-09-18,27/06/1400
187,بازگشت از خرید کنتور,CU,2021-09-18,27/06/1400
188,نصب درخواست,CU,2021-09-18,27/06/1400
189,عدم امکان ایجاد سابقه,CU,2021-09-18,27/06/1400
190,خطای ثبت سابقه,CU,2021-09-18,27/06/1400
191,تایید خرید کنتور,CU,2021-09-18,27/06/1400
192,جابه جایی تجهیزات,CU,2021-09-18,27/06/1400
193,معافیت در پرداخت هزینه انشعاب,CU,2021-09-19,28/06/1400
194,کاهش آمپراژ,CU,2021-09-19,28/06/1400
195,عدم امکان ارسال لینک,CU,2021-09-19,28/06/1400
196,تغییر در درخواست,CU,2021-09-19,28/06/1400
197,درخواست تغییر نام,CU,2021-09-19,28/06/1400
198,تغییر نماینده,CU,2021-09-19,28/06/1400
199,عدم ثبت کد ملی,CU,2021-09-19,28/06/1400
200,عدم امکان ثبت درخواست تعویض,CU,2021-09-20,29/06/1400
201,تایید خرید کنتور,CU,2021-09-20,29/06/1400
202,عدم ثبت اطلاعات تجهیز,CU,2021-09-20,29/06/1400
203,معافیت خرید مستقیم,CU,2021-09-20,29/06/1400
204,معافیت خرید مستقیم,CU,2021-09-20,29/06/1400
205,لینک خرید مستقیم,CU,2021-09-20,29/06/1400
206,نصب درخواست,CU,2021-09-20,29/06/1400
207,بازگشت از خرید کنتور,CU,2021-09-21,30/06/1400
208,تغیییر کمیسیون,CU,2021-09-21,30/06/1400
209,معافیت خرید مستقیم,CU,2021-09-21,30/06/1400
210,اصلاح هزینه انشعاب,CU,2021-09-21,30/06/1400
211,تغییرات قدرت,CU,2021-09-22,31/06/1400
212,حذف درخواست,CU,2021-09-22,31/06/1400
213,عدم موجودی کنتور,CU,2021-09-22,31/06/1400
214,خطا درخواست,CU,2021-09-22,31/06/1400
215,تغییر نام,CU,2021-09-22,31/06/1400
216,تغییر نام انشعاب,CU,2021-09-22,31/06/1400
217,معافیت خرید مستقیم,CU,2021-09-22,31/06/1400
218,عدم ثبت درخواست,CU,2021-09-22,31/06/1400
219,خطا درخواست,CU,2021-09-23,01/07/1400
220,تغییر نام,CU,2021-09-23,01/07/1400
221,درخواست,CU,2021-09-23,01/07/1400
222,بازگشت وجه کنتور,CU,2021-09-23,01/07/1400
223,خطای تلفن,CU,2021-09-23,01/07/1400
224,تغییر کد ملی,CU,2021-09-24,02/07/1400
225,تعویض لوازم,CU,2021-09-24,02/07/1400
226,خطای کد ملی,CU,2021-09-24,02/07/1400
227,خطا درخواست,CU,2021-09-24,02/07/1400
228,فیش هزینه انشعاب,CU,2021-09-24,02/07/1400
229,درخواست کابل,CU,2021-09-24,02/07/1400
230,خطا درخواست,CU,2021-09-24,02/07/1400
231,درخواست کابل,CU,2021-09-24,02/07/1400
232,عدم وجود کنتور,CU,2021-09-24,02/07/1400
233,انشعاب,CU,2021-09-25,03/07/1400
234,موجودی ناحیه,CU,2021-09-25,03/07/1400
235,خطای ایجاد سابقه,CU,2021-09-25,03/07/1400
236,خطای ارسال نصب,CU,2021-09-25,03/07/1400
237,عدم ثبت درخواست,CU,2021-09-25,03/07/1400
238,جمع آوری درخواست,CU,2021-09-25,03/07/1400
239,انشعاب,CU,2021-09-25,03/07/1400
240,درخواست,CU,2021-09-25,03/07/1400
241,جابه جایی,CU,2021-09-26,04/07/1400
242,نصب درخواست,CU,2021-09-26,04/07/1400
243,تایید هزینه انشعاب,CU,2021-09-26,04/07/1400
244,خطا درخواست,CU,2021-09-26,04/07/1400
245,کمسیون طرح,CU,2021-09-26,04/07/1400
246,سامانه سنم,CU,2021-09-26,04/07/1400
247,عدم ثبت درخواست,CU,2021-09-26,04/07/1400
248,جابه جایی تجهیزات,CU,2021-09-27,05/07/1400
249,درخواست تایید خرید,CU,2021-09-27,05/07/1400
250,تغییر نام انشعاب,CU,2021-09-27,05/07/1400
251,جابه جایی,CU,2021-09-27,05/07/1400
252,جا به جایی انشعاب,CU,2021-09-27,05/07/1400
253,خطای کد ملی,CU,2021-09-27,05/07/1400
254,جا به جایی انشعاب,CU,2021-09-27,05/07/1400
255,بازگشت از خرید کنتور,CU,2021-09-27,05/07/1400
256,شماره درخواست,CU,2021-09-28,06/07/1400
257,خطای ارسال نصب,CU,2021-09-28,06/07/1400
258,کابل انشعاب,CU,2021-09-28,06/07/1400
259,افزایش آمپراژ,CU,2021-09-29,07/07/1400
260,عدم نمایش کنتور خریداری شده,CU,2021-09-29,07/07/1400
261,خطا در کد ملی,CU,2021-09-29,07/07/1400
262,اصلاح هزینه انشعاب,CU,2021-09-29,07/07/1400
263,خرید کنتور توسط متقاضی,CU,2021-09-29,07/07/1400
264,موجودی ناحیه,CU,2021-09-29,07/07/1400
265,درخواست,CU,2021-09-29,07/07/1400
266,تغییرات,CU,2021-09-29,07/07/1400
267,متقاضی تعهد شرکت,CU,2021-09-30,08/07/1400
268,خطای ثبت سابقه,CU,2021-09-30,08/07/1400
269,حذف درخواست,CU,2021-09-30,08/07/1400
270,عدم ثبت اطلاعات تجهیز,CU,2021-09-30,08/07/1400
271,تغییرات,CU,2021-09-30,08/07/1400
272,کابل انشعاب,CU,2021-09-30,08/07/1400
273,جابه جایی تجهیزات,CU,2021-09-30,08/07/1400
274,تغییرات قدرت درخواست,CU,2021-10-01,09/07/1400
275,عدم ثبت کد ملی درخواست,CU,2021-10-01,09/07/1400
276,اصلاح هزینه انشعاب,CU,2021-10-01,09/07/1400
277,ارسال لینک مستقیم,CU,2021-10-01,09/07/1400
278,تغییرات قدرت درخواست,CU,2021-10-01,09/07/1400
279,تغییر شماره تلفن,CU,2021-10-01,09/07/1400
280,عدم تغییر در پیمانکار,CU,2021-10-01,09/07/1400
281,جا به جایی انشعاب,CU,2021-10-01,09/07/1400
282,جمع آوری هزینه انشعاب,CU,2021-10-01,09/07/1400
283,تغییرات درخواست,CU,2021-10-01,09/07/1400
284,درخواست تغییر نام,CU,2021-10-01,09/07/1400
285,درخواست تغییر نام انشعاب درخواستی,CU,2021-10-02,10/07/1400
286,جا به جایی انشعاب,CU,2021-10-02,10/07/1400
287,کنتور,CU,2021-10-02,10/07/1400
288,معافیت خرید مستقیم,CU,2021-10-02,10/07/1400
289,تغییرات قدرت,CU,2021-10-02,10/07/1400
290,متقاضی تعهد شرکت,CU,2021-10-02,10/07/1400
291,اصلاح فیش ,CU,2021-10-02,10/07/1400
292,تغیییر کمیسیون,CU,2021-10-02,10/07/1400
293,جابه جایی کنتور,CU,2021-10-03,11/07/1400
294,کمیسون,CU,2021-10-03,11/07/1400
295,بازگشت وجه کنتور,CU,2021-10-03,11/07/1400
296,شماره درخواست,CU,2021-10-03,11/07/1400
297,درخواست,CU,2021-10-03,11/07/1400
298,جابه جایی تجهیزات,CU,2021-10-03,11/07/1400
299,خطای عدم وجود اطلاعات,CU,2021-10-04,12/07/1400
300,قیمت تجهیزات,CU,2021-10-04,12/07/1400
301,ثبت معافیت,CU,2021-10-04,12/07/1400
302,کمسیون طرح,CU,2021-10-04,12/07/1400
303,خطای ایجاد سابقه,CU,2021-10-04,12/07/1400
304,تغییرات قدرت,CU,2021-10-04,12/07/1400
305,ارسال لینک مستقیم,CU,2021-10-04,12/07/1400
306,خطای کد ملی,CU,2021-10-04,12/07/1400
307,اصلاح هزینه انشعاب,CU,2021-10-04,12/07/1400
308,کمیسیون,CU,2021-10-05,13/07/1400
309,خطای تلفن,CU,2021-10-05,13/07/1400
310,عدم نمایش کنتور خریداری شده,CU,2021-10-05,13/07/1400
311,خطای افزایش,CU,2021-10-05,13/07/1400
312,جابه جایی تجهیزات,CU,2021-10-05,13/07/1400
313,تغییرات درخواست,CU,2021-10-06,14/07/1400
314,جابه جایی تجهیزات,CU,2021-10-06,14/07/1400
315,تایید خرید,CU,2021-10-06,14/07/1400
316,عدم وجود کنتور,CU,2021-10-06,14/07/1400
317,افزایش آمپراژ,CU,2021-10-06,14/07/1400
318,عدم امکان ایجاد سابقه,CU,2021-10-06,14/07/1400
319,عدم ثبت درخواست,CU,2021-10-06,14/07/1400
320,جمع آوری هزینه انشعاب,CU,2021-10-07,15/07/1400
321,جمع آوری هزینه انشعاب,CU,2021-10-07,15/07/1400
322,ثبت,CU,2021-10-07,15/07/1400
323,عدم امکان ارسال لینک,CU,2021-10-07,15/07/1400
324,ثبت نماینده,CU,2021-10-08,16/07/1400
325,عدم امکان تغییر درخواست,CU,2021-10-08,16/07/1400
326,جمع آوری ,CU,2021-10-08,16/07/1400
327,کنتور خریداری شده,CU,2021-10-08,16/07/1400
328,معافیت خرید مستقیم,CU,2021-10-08,16/07/1400
329,تغییر نام,CU,2021-10-08,16/07/1400
330,کاهش آمپراژ,CU,2021-10-08,16/07/1400
331,تغییر در درخواست,CU,2021-10-08,16/07/1400
332,جابه جایی کنتور,CU,2021-10-08,16/07/1400
333,کمسیون طرح,CU,2021-10-08,16/07/1400
334,خطای ثبت سابقه,CU,2021-10-08,16/07/1400
335,جمع آوری ,CU,2021-10-09,17/07/1400
336,تایید هزینه انشعاب,CU,2021-10-09,17/07/1400
337,درخواست معافیت در خرید مستقیم,CU,2021-10-09,17/07/1400
338,کد ملی اشتباه,CU,2021-10-09,17/07/1400
339,کمیسون,CU,2021-10-09,17/07/1400
340,تایید خرید کنتور,CU,2021-10-09,17/07/1400
341,خطای تلفن,CU,2021-10-09,17/07/1400
342,تایید خرید,CU,2021-10-10,18/07/1400
343,بازگشت از خرید کنتور,CU,2021-10-10,18/07/1400
344,تغییر نام درخواست,CU,2021-10-10,18/07/1400
345,تغییرات درخواست,CU,2021-10-10,18/07/1400
346,تغییر تلفن,CU,2021-10-10,18/07/1400
347,درخواست تغییر نام,CU,2021-10-10,18/07/1400
348,عدم امکان ارسال به نصب,CU,2021-10-10,18/07/1400
349,تغییر نام در درخواست انشعاب,CU,2021-10-11,19/07/1400
350,تغییر در درخواست,CU,2021-10-11,19/07/1400
351,بایگانی درخواست,CU,2021-10-11,19/07/1400
352,معافیت در پرداخت هزینه انشعاب,CU,2021-10-11,19/07/1400
353,شماره درخواست,CU,2021-10-11,19/07/1400
354,تغییرات قدرت,CU,2021-10-12,20/07/1400
355,عدم امکان ارسال لینک,CU,2021-10-12,20/07/1400
356,کاهش آمپراژ,CU,2021-10-12,20/07/1400
357,خطای کد ملی,CU,2021-10-12,20/07/1400
358,جابه جایی کنتور,CU,2021-10-12,20/07/1400
359,تایید هزینه انشعاب,CU,2021-10-12,20/07/1400
360,معافیت در پرداخت هزینه انشعاب,CU,2021-10-12,20/07/1400
361,خطا درخواست,CU,2021-10-12,20/07/1400
362,کد ملی اشتباه,CU,2021-10-12,20/07/1400
363,خطای ایجاد سابقه,CU,2021-10-13,21/07/1400
364,درخواست,CU,2021-10-13,21/07/1400
365,عدم امکان ارسال به نصب,CU,2021-10-13,21/07/1400
366,کنتور,CU,2021-10-13,21/07/1400
367,عدم امکان ایجاد سابقه,CU,2021-10-13,21/07/1400
368,کاهش آمپراژ,CU,2021-10-14,22/07/1400
369,افزایش آمپراژ,CU,2021-10-14,22/07/1400
370,تغییرات قدرت,CU,2021-10-14,22/07/1400
371,درخواست,CU,2021-10-14,22/07/1400
372,تایید معافیت کنتور,CU,2021-10-14,22/07/1400
373,جابه جایی تجهیزات,CU,2021-10-14,22/07/1400
374,تغییرات قدرت درخواست,CU,2021-10-14,22/07/1400
375,تغییرات درخواست,CU,2021-10-14,22/07/1400
376,متقاضی تعهد شرکت,CU,2021-10-14,22/07/1400
377,تغییر نماینده,CU,2021-10-14,22/07/1400
378,تغییرات قدرت درخواست,CU,2021-10-14,22/07/1400
379,عدم امکان ارسال به نصب,CU,2021-10-14,22/07/1400
380,جمع آوری,CU,2021-10-15,23/07/1400
381,قیمت تجهیزات,CU,2021-10-15,23/07/1400
382,کمسیون طرح,CU,2021-10-15,23/07/1400
383,جمع آوری هزینه انشعاب,CU,2021-10-15,23/07/1400
384,عدم نمایش کنتور خریداری شده,CU,2021-10-15,23/07/1400
385,عدم امکان ثبت درخواست تعویض,CU,2021-10-15,23/07/1400
386,بازگشت وجه انشعاب,CU,2021-10-15,23/07/1400
387,قیمت تجهیزات,CU,2021-10-15,23/07/1400
388,جا به جایی انشعاب,CU,2021-10-15,23/07/1400
389,درخواست تغییر نام,CU,2021-10-16,24/07/1400
390,کمیسیون,CU,2021-10-16,24/07/1400
391,نصب کنتور,CU,2021-10-16,24/07/1400
392,درخواست کابل,CU,2021-10-16,24/07/1400
393,تغییر نماینده,CU,2021-10-16,24/07/1400
394,لینک خرید مستقیم,CU,2021-10-16,24/07/1400
395,کمیسون,CU,2021-10-16,24/07/1400
396,جابه جایی,CU,2021-10-17,25/07/1400
397,درخواست تغییر نام,CU,2021-10-17,25/07/1400
398,معافیت,CU,2021-10-17,25/07/1400
399,خرید کنتور توسط متقاضی,CU,2021-10-17,25/07/1400
400,خطای ایجاد سابقه,CU,2021-10-17,25/07/1400
401,بازگشت وجه انشعاب,CU,2021-10-17,25/07/1400
402,خطا در کد ملی,CU,2021-10-17,25/07/1400
403,خطا درخواست,CU,2021-10-17,25/07/1400
404,متقاضی تعهد شرکت,CU,2021-10-18,26/07/1400
405,تغییر تلفن,CU,2021-10-18,26/07/1400
406,لینک خرید مستقیم,CU,2021-10-18,26/07/1400
407,فیش هزینه انشعاب,CU,2021-10-18,26/07/1400
408,بایگانی درخواست,CU,2021-10-19,27/07/1400
409,عدم وجود کنتور,CU,2021-10-19,27/07/1400
410,سامانه سنم,CU,2021-10-19,27/07/1400
411,عدم امکان ثبت درخواست تعویض,CU,2021-10-20,28/07/1400
412,توافق نامه,CU,2021-10-20,28/07/1400
413,تغییرات,CU,2021-10-21,29/07/1400
414,خرید کنتور,CU,2021-10-21,29/07/1400
415,تغییر کد ملی,CU,2021-10-21,29/07/1400
416,عدم وجود کنتور,CU,2021-10-21,29/07/1400
417,بایگانی درخواست,CU,2021-10-21,29/07/1400
418,تغییر نماینده,CU,2021-10-22,30/07/1400
419,عدم ثبت اطلاعات تجهیز,CU,2021-10-22,30/07/1400
420,لینک خرید مستقیم,CU,2021-10-22,30/07/1400
421,معافیت,CU,2021-10-22,30/07/1400
422,خرید کنتور,CU,2021-10-22,30/07/1400
423,توافق نامه,CU,2021-10-22,30/07/1400
424,بازگشت وجه کنتور,CU,2021-10-23,01/08/1400
425,لینک ارسال مستقیم,CU,2021-10-23,01/08/1400
426,افزایش آمپراژ,CU,2021-10-23,01/08/1400
427,تایید خرید,CU,2021-10-23,01/08/1400
428,عدم ثبت افزایش آمپراژ,CU,2021-10-23,01/08/1400
429,درخواست تغییر نام انشعاب درخواستی,CU,2021-10-24,02/08/1400
430,تغییر نام در درخواست انشعاب,CU,2021-10-24,02/08/1400
431,عدم موجودی کنتور,CU,2021-10-24,02/08/1400
432,شماره درخواست,CU,2021-10-25,03/08/1400
433,جا به جایی انشعاب,CU,2021-10-25,03/08/1400
434,عدم امکان تغییر درخواست,CU,2021-10-25,03/08/1400
435,سامانه سنم,CU,2021-10-25,03/08/1400
436,تغییرات,CU,2021-10-25,03/08/1400
437,تغییر نام درخواست,CU,2021-10-26,04/08/1400
438,بازگشت وجه انشعاب,CU,2021-10-26,04/08/1400
439,عدم نمایش کنتور خریداری شده,CU,2021-10-26,04/08/1400
440,جابه جایی تجهیزات,CU,2021-10-26,04/08/1400
441,کنتور,CU,2021-10-27,05/08/1400
442,خطای ثبت سابقه,CU,2021-10-27,05/08/1400
443,متقاضی تعهد شرکت,CU,2021-10-27,05/08/1400
444,معافیت در پرداخت هزینه انشعاب,CU,2021-10-27,05/08/1400
445,خطا درخواست,CU,2021-10-27,05/08/1400
446,عدم نمایش کنتور خریداری شده,CU,2021-10-27,05/08/1400
447,عدم ثبت کد ملی,CU,2021-10-27,05/08/1400
448,لینک ارسال مستقیم,CU,2021-10-27,05/08/1400
449,عدم امکان تغییر درخواست,CU,2021-10-27,05/08/1400
450,عدم ثبت درخواست,CU,2021-10-27,05/08/1400
451,درخواست تایید خرید,CU,2021-10-28,06/08/1400
452,تغییر نام درخواست,CU,2021-10-28,06/08/1400
453,درخواست تغییر نام انشعاب درخواستی,CU,2021-10-28,06/08/1400
454,اختصاص کابل,CU,2021-10-28,06/08/1400
455,عدم ثبت افزایش آمپراژ,CU,2021-10-28,06/08/1400
456,جمع آوری درخواست,CU,2021-10-29,07/08/1400
457,خطا در کد ملی,CU,2021-10-29,07/08/1400
458,درخواست کابل,CU,2021-10-29,07/08/1400
459,متقاضی تعهد شرکت,CU,2021-10-29,07/08/1400
460,عدم وجود کنتور,CU,2021-10-29,07/08/1400
461,خطا درخواست,CU,2021-10-30,08/08/1400
462,تغییرات درخواست,CU,2021-10-30,08/08/1400
