id,title,organizational unit,date,iranTime
2192,درخواست خرید,CU,2022-07-04,13/04/1401
2193,ثبت معافیت,CU,2022-07-05,14/04/1401
2194,بازگشت از خرید کنتور,CU,2022-07-05,14/04/1401
2195,تغیییر کمیسیون,CU,2022-07-05,14/04/1401
2196,بازگشت وجه کنتور,CU,2022-07-05,14/04/1401
2197,درخواست تایید خرید,CU,2022-07-05,14/04/1401
2198,عدم امکان ارسال لینک,CU,2022-07-06,15/04/1401
2199,عدم ثبت اطلاعات تجهیز,CU,2022-07-06,15/04/1401
2200,تغییر نام,CU,2022-07-06,15/04/1401
2218,خطای عدم وجود اطلاعات,CU,2022-07-09,18/04/1401
2219,معافیت,CU,2022-07-09,18/04/1401
2220,قیمت تجهیزات,CU,2022-07-09,18/04/1401
2221,تغییرات درخواست,CU,2022-07-09,18/04/1401
2222,درخواست تغییر نام,CU,2022-07-09,18/04/1401
2223,افزایش آمپراژ,CU,2022-07-09,18/04/1401
2224,بایگانی درخواست,CU,2022-07-09,18/04/1401
2225,خطای عدم وجود اطلاعات,CU,2022-07-09,18/04/1401
2226,اصلاح هزینه انشعاب,CU,2022-07-09,18/04/1401
2227,افزایش آمپراژ,CU,2022-07-09,18/04/1401
2238,کنتور خریداری شده,CU,2022-07-11,20/04/1401
2239,لینک خرید مستقیم,CU,2022-07-11,20/04/1401
2240,متقاضی خرید مستقیم,CU,2022-07-11,20/04/1401
2241,عدم ثبت افزایش آمپراژ,CU,2022-07-11,20/04/1401
2242,عدم ثبت اطلاعات تجهیز,CU,2022-07-11,20/04/1401
2243,درخواست کابل,CU,2022-07-11,20/04/1401
2244,ثبت,CU,2022-07-11,20/04/1401
2245,تغییر کد ملی,CU,2022-07-11,20/04/1401
2246,خطای افزایش,CU,2022-07-12,21/04/1401
2247,عدم امکان ارسال به نصب,CU,2022-07-12,21/04/1401
2248,عدم تغییر در پیمانکار,CU,2022-07-12,21/04/1401
2249,ثبت معافیت,CU,2022-07-12,21/04/1401
2250,عدم امکان تغییر درخواست,CU,2022-07-12,21/04/1401
2251,کابل انشعاب,CU,2022-07-12,21/04/1401
2252,نصب انشعاب,CU,2022-07-12,21/04/1401
2253,جمع آوری,CU,2022-07-12,21/04/1401
2254,خطای ایجاد سابقه,CU,2022-07-13,22/04/1401
2255,کابل انشعاب,CU,2022-07-13,22/04/1401
2256,متقاضی خرید مستقیم,CU,2022-07-13,22/04/1401
2265,عدم ثبت کد ملی,CU,2022-07-15,24/04/1401
2266,جا به جایی انشعاب,CU,2022-07-15,24/04/1401
2267,توافق نامه,CU,2022-07-15,24/04/1401
2268,بازگشت از خرید کنتور,CU,2022-07-15,24/04/1401
2269,عدم ثبت اطلاعات تجهیز,CU,2022-07-15,24/04/1401
2270,معافیت در پرداخت هزینه انشعاب,CU,2022-07-15,24/04/1401
2271,درخواست تغییر نام انشعاب درخواستی,CU,2022-07-15,24/04/1401
2272,خطای افزایش,CU,2022-07-15,24/04/1401
2273,عدم ثبت کد ملی,CU,2022-07-16,25/04/1401
2274,خطای تلفن,CU,2022-07-16,25/04/1401
2275,تغییرات,CU,2022-07-16,25/04/1401
2276,سامانه سنم,CU,2022-07-16,25/04/1401
2277,عدم امکان ارسال لینک,CU,2022-07-16,25/04/1401
2278,خرید کنتور,CU,2022-07-16,25/04/1401
2279,جمع آوری ,CU,2022-07-17,26/04/1401
2280,افزایش آمپراژ,CU,2022-07-17,26/04/1401
2281,درخواست تایید خرید,CU,2022-07-17,26/04/1401
2291,عدم امکان ثبت درخواست تعویض,CU,2022-07-19,28/04/1401
2292,خطای کد ملی,CU,2022-07-19,28/04/1401
2293,کمسیون طرح,CU,2022-07-19,28/04/1401
2294,متقاضی خرید مستقیم,CU,2022-07-19,28/04/1401
2295,جابه جایی تجهیزات,CU,2022-07-19,28/04/1401
2296,جابه جایی,CU,2022-07-19,28/04/1401
2297,خطای ارسال نصب,CU,2022-07-19,28/04/1401
2298,عدم امکان ارسال به نصب,CU,2022-07-19,28/04/1401
2299,تغییر شماره تلفن,CU,2022-07-19,28/04/1401
2300,عدم وجود کنتور,CU,2022-07-20,29/04/1401
2301,اصلاح هزینه انشعاب,CU,2022-07-20,29/04/1401
2302,جابه جایی تجهیزات,CU,2022-07-20,29/04/1401
2303,بایگانی درخواست,CU,2022-07-20,29/04/1401
2304,جمع آوری درخواست,CU,2022-07-20,29/04/1401
2305,جابه جایی کنتور,CU,2022-07-20,29/04/1401
2306,تغییر نام,CU,2022-07-20,29/04/1401
2307,عدم امکان ثبت درخواست تعویض,CU,2022-07-20,29/04/1401
2324,ثبت معافیت,CU,2022-07-23,01/05/1401
2325,عدم امکان ایجاد سابقه,CU,2022-07-23,01/05/1401
2326,درخواست تایید خرید,CU,2022-07-23,01/05/1401
2327,خطای ثبت سابقه,CU,2022-07-23,01/05/1401
2328,عدم تغییر در پیمانکار,CU,2022-07-23,01/05/1401
2329,خطای تلفن,CU,2022-07-24,02/05/1401
2330,شماره درخواست,CU,2022-07-24,02/05/1401
2331,عدم امکان ارسال به نصب,CU,2022-07-24,02/05/1401
2332,حذف درخواست,CU,2022-07-25,03/05/1401
2333,لینک ارسال مستقیم,CU,2022-07-25,03/05/1401
2334,لینک خرید مستقیم,CU,2022-07-25,03/05/1401
2335,خطای افزایش,CU,2022-07-25,03/05/1401
2336,عدم موجودی کنتور,CU,2022-07-25,03/05/1401
2337,ثبت نماینده,CU,2022-07-25,03/05/1401
2338,جمع آوری درخواست,CU,2022-07-26,04/05/1401
2339,جمع آوری درخواست,CU,2022-07-26,04/05/1401
2340,عدم امکان ارسال به نصب,CU,2022-07-26,04/05/1401
2341,کد ملی اشتباه,CU,2022-07-26,04/05/1401
2342,متقاضی تعهد شرکت,CU,2022-07-26,04/05/1401
2343,تغییر نماینده,CU,2022-07-26,04/05/1401
2344,کمیسون,CU,2022-07-26,04/05/1401
2345,عدم وجود کنتور,CU,2022-07-26,04/05/1401
2346,اختصاص کابل,CU,2022-07-26,04/05/1401
2347,موجودی ناحیه,CU,2022-07-27,05/05/1401
2348,عدم نمایش کنتور خریداری شده,CU,2022-07-27,05/05/1401
2349,قیمت تجهیزات,CU,2022-07-27,05/05/1401
2350,تغییر نام انشعاب,CU,2022-07-27,05/05/1401
2351,خرید کنتور توسط متقاضی,CU,2022-07-27,05/05/1401
2352,عدم نمایش کنتور خریداری شده,CU,2022-07-27,05/05/1401
2353,اصلاح فیش ,CU,2022-07-27,05/05/1401
2354,تایید معافیت,CU,2022-07-27,05/05/1401
2375,عدم امکان ثبت درخواست تعویض,CU,2022-07-30,08/05/1401
2376,کمیسون,CU,2022-07-30,08/05/1401
2377,خرید کنتور توسط متقاضی,CU,2022-07-31,09/05/1401
2378,تغییر نام,CU,2022-07-31,09/05/1401
2379,جمع آوری درخواست,CU,2022-08-01,10/05/1401
2380,ثبت نماینده,CU,2022-08-01,10/05/1401
2381,عدم ثبت کد ملی درخواست,CU,2022-08-01,10/05/1401
2382,تغییرات قدرت درخواست,CU,2022-08-01,10/05/1401
2383,جمع آوری هزینه انشعاب,CU,2022-08-02,11/05/1401
2384,تغیییر کمیسیون,CU,2022-08-02,11/05/1401
2385,معافیت در پرداخت هزینه انشعاب,CU,2022-08-02,11/05/1401
2386,عدم موجودی کنتور,CU,2022-08-02,11/05/1401
2387,کاهش آمپراژ,CU,2022-08-02,11/05/1401
2388,عدم امکان ثبت درخواست تعویض,CU,2022-08-02,11/05/1401
2389,تایید معافیت,CU,2022-08-02,11/05/1401
2390,تعویض لوازم,CU,2022-08-02,11/05/1401
2391,تغییر تلفن,CU,2022-08-03,12/05/1401
2392,ثبت,CU,2022-08-03,12/05/1401
2393,تغییر تلفن,CU,2022-08-03,12/05/1401
2394,جمع آوری,CU,2022-08-03,12/05/1401
2395,خطای افزایش,CU,2022-08-03,12/05/1401
2396,نصب درخواست,CU,2022-08-03,12/05/1401
2431,تغییرات,CU,2022-08-09,18/05/1401
2432,تغییر در درخواست,CU,2022-08-09,18/05/1401
2433,عدم ثبت کد ملی,CU,2022-08-09,18/05/1401
2434,کمیسیون,CU,2022-08-09,18/05/1401
2435,کمیسیون,CU,2022-08-09,18/05/1401
2436,تغییر نام درخواست,CU,2022-08-09,18/05/1401
2437,نصب کنتور,CU,2022-08-09,18/05/1401
2438,لینک ارسال مستقیم,CU,2022-08-09,18/05/1401
2439,جابه جایی,CU,2022-08-10,19/05/1401
2440,درخواست تایید خرید,CU,2022-08-10,19/05/1401
2441,تایید معافیت کنتور,CU,2022-08-10,19/05/1401
2442,بایگانی درخواست,CU,2022-08-10,19/05/1401
2443,موجودی ناحیه,CU,2022-08-10,19/05/1401
2444,خطا درخواست,CU,2022-08-10,19/05/1401
2445,خطا در کد ملی,CU,2022-08-10,19/05/1401
2460,ثبت معافیت,CU,2022-08-13,22/05/1401
2461,تغیییر کمیسیون,CU,2022-08-13,22/05/1401
2462,ثبت نماینده,CU,2022-08-13,22/05/1401
2463,درخواست تایید خرید,CU,2022-08-13,22/05/1401
2464,لینک خرید مستقیم,CU,2022-08-13,22/05/1401
2465,خطای ثبت سابقه,CU,2022-08-13,22/05/1401
2466,عدم تغییر در پیمانکار,CU,2022-08-13,22/05/1401
2467,خرید کنتور توسط متقاضی,CU,2022-08-13,22/05/1401
2468,خطا در کد ملی,CU,2022-08-13,22/05/1401
2469,ثبت معافیت,CU,2022-08-14,23/05/1401
2470,کنتور خریداری شده,CU,2022-08-14,23/05/1401
2471,عدم امکان ارسال به نصب,CU,2022-08-14,23/05/1401
2472,درخواست,CU,2022-08-14,23/05/1401
2473,اختصاص کابل,CU,2022-08-14,23/05/1401
2474,جمع آوری هزینه انشعاب,CU,2022-08-14,23/05/1401
2475,تغییر در درخواست,CU,2022-08-14,23/05/1401
2476,حذف درخواست,CU,2022-08-15,24/05/1401
2477,افزایش آمپراژ,CU,2022-08-15,24/05/1401
2478,شماره درخواست,CU,2022-08-15,24/05/1401
2479,درخواست تغییر نام انشعاب درخواستی,CU,2022-08-15,24/05/1401
2480,عدم موجودی کنتور,CU,2022-08-16,25/05/1401
2481,خطا در کد ملی,CU,2022-08-16,25/05/1401
2482,خرید کنتور توسط متقاضی,CU,2022-08-16,25/05/1401
2483,تغییر در درخواست,CU,2022-08-16,25/05/1401
2484,لینک خرید مستقیم,CU,2022-08-16,25/05/1401
2485,افزایش آمپراژ,CU,2022-08-16,25/05/1401
2486,تغییر در درخواست,CU,2022-08-16,25/05/1401
2487,تغییر نام در درخواست انشعاب,CU,2022-08-16,25/05/1401
2488,تایید هزینه انشعاب,CU,2022-08-16,25/05/1401
2489,کنتور,CU,2022-08-16,25/05/1401
2490,درخواست تایید خرید,CU,2022-08-16,25/05/1401
2491,عدم ثبت درخواست,CU,2022-08-16,25/05/1401
2492,بازگشت از خرید کنتور,CU,2022-08-17,26/05/1401
2493,جابه جایی,CU,2022-08-17,26/05/1401
2494,سامانه سنم,CU,2022-08-17,26/05/1401
2495,تغییرات درخواست,CU,2022-08-17,26/05/1401
2496,نصب کنتور,CU,2022-08-17,26/05/1401
2497,معافیت در پرداخت هزینه انشعاب,CU,2022-08-17,26/05/1401
2498,درخواست تغییر نام انشعاب درخواستی,CU,2022-08-17,26/05/1401
2512,خطای ارسال نصب,CU,2022-08-20,29/05/1401
2513,درخواست کابل,CU,2022-08-20,29/05/1401
2514,جا به جایی انشعاب,CU,2022-08-20,29/05/1401
2515,اختصاص کابل,CU,2022-08-20,29/05/1401
2516,اختصاص کابل,CU,2022-08-21,30/05/1401
2517,تایید هزینه انشعاب,CU,2022-08-21,30/05/1401
2518,خطای ایجاد سابقه,CU,2022-08-21,30/05/1401
2519,عدم امکان ثبت درخواست تعویض,CU,2022-08-21,30/05/1401
2520,تغییرات درخواست,CU,2022-08-21,30/05/1401
2521,خطای ثبت سابقه,CU,2022-08-21,30/05/1401
2522,خطای عدم وجود اطلاعات,CU,2022-08-22,31/05/1401
2523,کابل انشعاب,CU,2022-08-22,31/05/1401
2524,عدم امکان تغییر درخواست,CU,2022-08-22,31/05/1401
2525,معافیت,CU,2022-08-22,31/05/1401
2526,اصلاح هزینه انشعاب,CU,2022-08-22,31/05/1401
2527,ثبت,CU,2022-08-22,31/05/1401
2528,تایید هزینه انشعاب,CU,2022-08-22,31/05/1401
2529,کمسیون طرح,CU,2022-08-23,01/06/1401
2530,بایگانی درخواست,CU,2022-08-23,01/06/1401
2531,جا به جایی انشعاب,CU,2022-08-23,01/06/1401
2532,نصب کنتور,CU,2022-08-23,01/06/1401
2533,لینک ارسال مستقیم,CU,2022-08-23,01/06/1401
2534,بازگشت هزینه کنتور,CU,2022-08-23,01/06/1401
2535,عدم وجود کنتور,CU,2022-08-23,01/06/1401
2536,درخواست تغییر نام انشعاب درخواستی,CU,2022-08-24,02/06/1401
